ID ,SC,RAZON,FIn,Fter,TASA,ZC,TM,Pt,CP,EC,Md,ISPknn,Plz,MFCZ
393,ACTIVO,RECUPERACION,2025-03-28 00:00:00,2029-03-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,10580,49,2026,6813.890619,1.013465213,1.388525887
394,ACTIVO,RECUPERACION,2025-03-28 00:00:00,2029-03-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,9700,44,2026,8450.816095,1.013465213,1.494236584
395,ACTIVO,ACTIVO,2025-03-29 00:00:00,2028-01-22 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,16880,28,2024,9431.622667,-0.794596206,-0.813170468
396,ACTIVO,ACTIVO,2025-03-29 00:00:00,2028-03-25 00:00:00,29.75,JALISCO,ICE,DIDI,45185,44,2025,7790.269,-0.527833046,-0.409314363
397,ACTIVO,ACTIVO,2025-03-29 00:00:00,2028-03-25 00:00:00,29.75,NUEVO LEON,ICE,UBER,66478,58,2025,7117.620917,-0.527833046,-0.408163325
398,ACTIVO,ACTIVO,2025-04-04 00:00:00,2029-03-30 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,56600,51,2025,7787.5,1.013465213,1.494236584
399,QUEBRANTADO,RECUPERACION,2025-04-04 00:00:00,2026-01-09 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,9910,40,2026,9287.920143,1.013465213,1.494236584
400,ACTIVO,RECUPERACION,2025-04-11 00:00:00,2029-04-06 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,57710,38,2025,7297.392667,1.013465213,-0.184560449
401,ACTIVO,ACTIVO,2025-04-11 00:00:00,2029-04-06 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55120,54,2025,7782.241133,1.013465213,-0.184560449
402,ACTIVO,ACTIVO,2025-04-11 00:00:00,2029-04-06 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55450,57,2025,6872.126286,1.013465213,1.177104373
403,ACTIVO,RECUPERACION,2025-04-16 00:00:00,2028-01-05 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,53320,56,2024,7877.269524,-0.942797962,-0.81285605
404,ACTIVO,RECUPERACION,2025-04-16 00:00:00,2029-04-11 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,16610,58,2026,7129.164286,1.013465213,1.177104373
405,ACTIVO,ACTIVO,2025-04-23 00:00:00,2029-04-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,9578,56,2025,7065.247952,1.013465213,1.177104373
406,ACTIVO,ACTIVO,2025-04-25 00:00:00,2029-04-20 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,16038,30,2026,7302.120667,1.013465213,-0.000550198
407,ACTIVO,ACTIVO,2025-04-25 00:00:00,2028-04-21 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,9790,50,2025,7982.861333,-0.527833046,-0.084005477
408,ACTIVO,RECUPERACION,2025-04-25 00:00:00,2029-04-20 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,43808,33,2026,7394.979,1.013465213,-0.000550198
409,ACTIVO,RECUPERACION,2025-04-25 00:00:00,2029-04-20 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,55764,34,2026,7887.657571,1.013465213,0.105160499
410,ACTIVO,ACTIVO,2025-04-30 00:00:00,2029-04-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,2750,48,2026,8263.738667,1.013465213,0.105160499
411,ACTIVO,PERDIDA O ROBO TOTAL,2025-04-30 00:00:00,2028-04-26 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,54984,39,2025,6801.032667,-0.527833046,-0.636026915
412,ACTIVO,RECUPERACION,2025-05-09 00:00:00,2029-05-04 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,57000,61,2026,8323.059333,1.013465213,0.105160499
413,ACTIVO,ACTIVO,2025-05-09 00:00:00,2028-05-05 00:00:00,29.75,JALISCO,ICE,DIDI,45190,46,2025,7790.269,-0.527833046,-0.409314363
414,ACTIVO,RECUPERACION,2025-05-09 00:00:00,2029-05-04 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56390,38,2026,8048.484667,1.013465213,-0.000550198
415,ACTIVO,RECUPERACION,2025-05-09 00:00:00,2028-05-05 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,14240,41,2026,7561.452286,-0.527833046,-0.632222844
416,ACTIVO,ACTIVO,2025-05-16 00:00:00,2029-03-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,14100,40,2025,8321.98981,0.776342404,1.634100333
417,ACTIVO,ACTIVO,2025-05-16 00:00:00,2029-01-19 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56535,56,2025,8824.756133,0.539219595,1.500290545
418,ACTIVO,ACTIVO,2025-05-16 00:00:00,2029-05-11 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,1610,35,2026,7628.377,1.013465213,-0.000550198
419,ACTIVO,ACTIVO,2025-05-16 00:00:00,2029-05-11 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,2100,56,2026,7379.527333,1.013465213,-0.000550198
420,ACTIVO,ACTIVO,2025-05-16 00:00:00,2029-05-11 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,13200,42,2026,7305.421667,1.013465213,0.105160499
421,ACTIVO,ACTIVO,2025-05-16 00:00:00,2029-05-11 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56535,33,2026,7394.979,1.013465213,-0.000550198
422,ACTIVO,ACTIVO,2025-05-16 00:00:00,2029-05-11 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7183,37,2026,8048.484667,1.013465213,-0.000550198
423,ACTIVO,ACTIVO,2025-05-16 00:00:00,2029-05-11 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,9620,35,2026,7628.377,1.013465213,-0.000550198
424,REESTRUCTURADO,ACTIVO,2025-05-16 00:00:00,2025-12-24 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56205,30,2026,7302.120667,1.013465213,-0.000550198
425,ACTIVO,ACTIVO,2025-05-16 00:00:00,2029-05-11 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55249,42,2026,9901.150467,1.013465213,-0.000550198
426,ACTIVO,RECUPERACION,2025-05-16 00:00:00,2029-05-11 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,2420,49,2026,6973.648333,1.013465213,-0.000550198
427,ACTIVO,ACTIVO,2025-05-16 00:00:00,2029-05-11 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,9700,39,2025,9051.342133,1.013465213,1.28281507
428,ACTIVO,ACTIVO,2025-05-16 00:00:00,2029-05-11 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,6800,40,2025,7603.838,1.013465213,1.177104373
429,QUEBRANTADO,DEMANDA,2025-05-16 00:00:00,2025-12-15 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,9360,24,2026,6909.596167,-4.321797992,1.177104373
430,ACTIVO,ACTIVO,2025-05-16 00:00:00,2029-05-11 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56343,40,2025,7603.838,1.013465213,1.177104373
431,ACTIVO,ACTIVO,2025-05-16 00:00:00,2028-05-12 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,DIDI,2670,53,2025,6864.053619,-0.527833046,-0.632222844
432,ACTIVO,ACTIVO,2025-05-16 00:00:00,2028-05-12 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,5260,28,2025,7734.523,-0.527833046,-0.632222844
433,ACTIVO,ACTIVO,2025-05-23 00:00:00,2029-02-09 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55883,46,2025,5584.042952,0.598500297,1.534319765
434,ACTIVO,RECUPERACION,2025-05-23 00:00:00,2029-03-02 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,57740,28,2025,9192.658667,0.687421351,1.584639523
435,QUEBRANTADO,DEMANDA,2025-05-23 00:00:00,2025-12-15 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55080,30,2026,7302.120667,-4.351438343,-0.000550198
436,ACTIVO,RECUPERACION,2025-05-23 00:00:00,2029-05-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55763,56,2026,7379.527333,1.013465213,-0.000550198
437,ACTIVO,ACTIVO,2025-05-23 00:00:00,2029-05-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56617,45,2026,8261.36119,1.013465213,-0.000550198
438,ACTIVO,ACTIVO,2025-05-23 00:00:00,2029-05-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,56377,32,2026,7945.786,1.013465213,0.105160499
439,ACTIVO,PERDIDA O ROBO TOTAL,2025-05-23 00:00:00,2029-05-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,9200,39,2026,7692.552667,1.013465213,-0.000550198
440,ACTIVO,ACTIVO,2025-05-23 00:00:00,2029-05-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,54720,38,2026,8048.484667,1.013465213,-0.000550198
441,REESTRUCTURADO,ACTIVO,2025-05-23 00:00:00,2025-11-21 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56334,53,2026,7063.978333,1.013465213,-0.000550198
442,ACTIVO,ACTIVO,2025-05-23 00:00:00,2029-05-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,3300,51,2026,7041.912667,1.013465213,-0.000550198
443,ACTIVO,ACTIVO,2025-05-23 00:00:00,2029-05-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7210,39,2026,7692.552667,1.013465213,-0.000550198
444,ACTIVO,ACTIVO,2025-05-23 00:00:00,2029-05-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56644,45,2026,8261.36119,1.013465213,-0.000550198
445,ACTIVO,ACTIVO,2025-05-23 00:00:00,2029-05-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,15450,36,2026,8048.484667,1.013465213,-0.000550198
446,ACTIVO,ACTIVO,2025-05-23 00:00:00,2029-05-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,11290,40,2026,7692.552667,1.013465213,-0.000550198
447,ACTIVO,RECUPERACION,2025-05-23 00:00:00,2029-05-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,16020,43,2025,6868.622333,1.013465213,1.177104373
448,ACTIVO,ACTIVO,2025-05-23 00:00:00,2029-05-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,2719,51,2025,7341.927857,1.013465213,1.177104373
449,ACTIVO,RECUPERACION,2025-05-23 00:00:00,2029-05-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,55055,53,2025,6158.27381,1.013465213,1.28281507
450,REESTRUCTURADO,ACTIVO,2025-05-23 00:00:00,2026-01-03 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,DIDI,13420,43,2025,7037.124333,-0.527833046,-0.632403996
451,ACTIVO,ACTIVO,2025-05-23 00:00:00,2028-05-19 00:00:00,30.75,TIJUANA,ICE,UBER,22520,33,2025,9226.202533,-0.527833046,-0.609888612
452,ACTIVO,ACTIVO,2025-05-23 00:00:00,2028-05-19 00:00:00,30.75,TIJUANA,ICE,UBER,22536,43,2025,8448.544,-0.527833046,-0.609888612
453,ACTIVO,RECUPERACION,2025-05-23 00:00:00,2028-05-19 00:00:00,30.75,TIJUANA,ICE,DIDI,22246,24,2025,9226.202533,-0.527833046,-0.609888612
454,REESTRUCTURADO,ACTIVO,2025-05-23 00:00:00,2025-10-03 00:00:00,30.75,TIJUANA,ICE,UBER,21496,43,2025,8448.544,-0.527833046,-0.609888612
455,ACTIVO,ACTIVO,2025-05-23 00:00:00,2028-05-19 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,DIDI,54930,34,2025,8252.967286,-0.527833046,-0.737200693
456,ACTIVO,ACTIVO,2025-05-23 00:00:00,2028-05-19 00:00:00,29.75,NUEVO LEON,ICE,DIDI,67190,36,2025,9905.549,-0.527833046,-0.876813672
457,ACTIVO,RECUPERACION,2025-05-23 00:00:00,2028-05-19 00:00:00,30.75,TIJUANA,ICE,UBER,22520,41,2025,8448.544,-0.527833046,-0.609888612
458,ACTIVO,ACTIVO,2025-05-23 00:00:00,2028-05-19 00:00:00,29.75,NUEVO LEON,ICE,UBER,66490,33,2025,8131.995,-0.527833046,-0.824415383
459,ACTIVO,ACTIVO,2025-05-23 00:00:00,2028-05-19 00:00:00,29.75,NUEVO LEON,ICE,DIDI,66070,37,2025,8131.995,-0.527833046,-0.824415383
460,ACTIVO,ACTIVO,2025-05-23 00:00:00,2028-05-19 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,55090,48,2025,6663.555952,-0.527833046,-0.632403996
461,ACTIVO,ACTIVO,2025-05-23 00:00:00,2028-05-19 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,56641,56,2025,5862.15,-0.527833046,-1.467502989
462,ACTIVO,RECUPERACION,2025-05-23 00:00:00,2028-05-19 00:00:00,29.75,NUEVO LEON,ICE,DIDI,65776,38,2025,7778.212583,-0.527833046,-0.511429128
463,ACTIVO,ACTIVO,2025-05-23 00:00:00,2028-05-19 00:00:00,29.75,JALISCO,ICE,UBER,45618,36,2025,6978.293333,-0.527833046,-0.408905009
464,ACTIVO,ACTIVO,2025-05-23 00:00:00,2028-05-19 00:00:00,29.75,NUEVO LEON,ICE,DIDI,67257,81,2025,7847.884,-0.527833046,-0.301835972
465,ACTIVO,ACTIVO,2025-05-23 00:00:00,2028-03-31 00:00:00,29.75,CDMX Y AREA METROPOLITANA,HEV,UBER,57600,37,2024,6900.255667,-0.735315504,-0.27289262
466,ACTIVO,RECUPERACION,2025-05-23 00:00:00,2029-05-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,14160,24,2026,7217.427667,1.013465213,-0.000550198
467,ACTIVO,RECUPERACION,2025-05-23 00:00:00,2028-07-28 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,3104,40,2026,7052.61581,-0.231429535,1.020194071
468,ACTIVO,ACTIVO,2025-05-28 00:00:00,2029-01-03 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55056,51,2025,7053.607333,0.420658191,1.431034378
469,ACTIVO,ACTIVO,2025-05-28 00:00:00,2029-01-03 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,1770,45,2025,7053.607333,0.420658191,1.431030079
470,ACTIVO,RECUPERACION,2025-05-28 00:00:00,2028-05-24 00:00:00,30.75,TIJUANA,ICE,DIDI,22163,33,2025,7370.324714,-0.527833046,-0.546790895
471,ACTIVO,RECUPERACION,2025-05-28 00:00:00,2028-05-24 00:00:00,30.75,TIJUANA,ICE,DIDI,22667,47,2025,7370.324714,-0.527833046,-0.546790895
472,ACTIVO,ACTIVO,2025-05-28 00:00:00,2028-05-24 00:00:00,29.75,JALISCO,ICE,UBER,45615,31,2025,9833.709667,-0.527833046,-1.07809796
473,ACTIVO,ACTIVO,2025-05-28 00:00:00,2028-05-24 00:00:00,29.75,JALISCO,ICE,UBER,44768,25,2025,6663.364762,-0.527833046,-1.103838732
474,QUEBRANTADO,DEMANDA,2025-05-28 00:00:00,2026-01-16 00:00:00,30.75,TIJUANA,ICE,UBER,22245,25,2025,7370.324714,-4.232876939,-0.546790895
475,ACTIVO,ACTIVO,2025-05-28 00:00:00,2028-05-24 00:00:00,30.75,TIJUANA,ICE,UBER,22170,43,2025,7370.324714,-0.527833046,-0.546790895
476,ACTIVO,ACTIVO,2025-05-28 00:00:00,2028-05-24 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,55765,24,2025,6386.207333,-0.527833046,-0.632403996
477,ACTIVO,ACTIVO,2025-05-28 00:00:00,2028-05-24 00:00:00,29.75,JALISCO,ICE,DIDI,44700,42,2025,9510.7558,-0.527833046,-0.929286714
478,ACTIVO,ACTIVO,2025-05-28 00:00:00,2028-05-24 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,16880,46,2025,6663.555952,-0.527833046,-0.632403996
479,ACTIVO,ACTIVO,2025-05-28 00:00:00,2028-05-24 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,55713,51,2025,6663.555952,-0.527833046,-0.632403996
480,ACTIVO,ACTIVO,2025-05-28 00:00:00,2028-05-24 00:00:00,29.75,NUEVO LEON,ICE,UBER,66365,27,2025,7976.504583,-0.527833046,-0.40663255
481,ACTIVO,ACTIVO,2025-05-28 00:00:00,2028-05-24 00:00:00,29.75,NUEVO LEON,ICE,UBER,66037,42,2025,8597.555333,-0.527833046,-0.301835972
482,ACTIVO,RECUPERACION,2025-05-28 00:00:00,2028-05-24 00:00:00,29.75,NUEVO LEON,ICE,DIDI,66655,44,2025,8151.317,-0.527833046,-0.301835972
483,ACTIVO,RECUPERACION,2025-05-28 00:00:00,2028-05-24 00:00:00,29.75,NUEVO LEON,ICE,DIDI,66634,41,2025,8950.477333,-0.527833046,-0.354234261
484,ACTIVO,ACTIVO,2025-05-28 00:00:00,2028-05-24 00:00:00,29.75,NUEVO LEON,ICE,DIDI,66065,34,2025,9558.655048,-0.527833046,-0.301835972
485,ACTIVO,RECUPERACION,2025-05-28 00:00:00,2028-05-24 00:00:00,30.75,BAJA CALIFORNIA,ICE,DIDI,22205,49,2026,7370.324714,-0.527833046,-0.546790895
486,ACTIVO,ACTIVO,2025-05-30 00:00:00,2028-11-24 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,57630,30,2025,7515.325048,0.242816084,1.324107324
487,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-02-02 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,14200,45,2025,8381.650667,0.539219595,1.500290545
488,ACTIVO,ACTIVO,2025-05-30 00:00:00,2028-11-03 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,54140,42,2025,5713.65681,0.15389503,1.20049017
489,ACTIVO,RECUPERACION,2025-05-30 00:00:00,2029-02-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,9780,36,2025,5890.291238,0.628140649,1.551194122
490,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,57200,44,2026,8216.195,1.013465213,0.105160499
491,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,54020,52,2026,7063.978333,1.013465213,0.002216877
492,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,9640,57,2026,8323.059333,1.013465213,0.105160499
493,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,54190,36,2026,8048.484667,1.013465213,-0.000550198
494,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,10800,63,2026,7379.527333,1.013465213,-0.000550198
495,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55816,31,2026,7693.019667,1.013465213,-0.000550198
496,ACTIVO,RECUPERACION,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,57430,27,2026,7217.427667,1.013465213,-0.000550198
497,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55270,39,2026,7692.552667,1.013465213,-0.000550198
498,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,54150,45,2026,8216.195,1.013465213,0.105160499
499,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,9637,26,2026,7217.427667,1.013465213,-0.000550198
500,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,50295,40,2026,7718.634333,1.013465213,0.105160499
501,ACTIVO,RECUPERACION,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,14420,29,2026,7302.120667,1.013465213,-0.000550198
502,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,5000,34,2026,7419.534667,1.013465213,-0.000550198
503,ACTIVO,RECUPERACION,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,13546,29,2026,7827.355733,1.013465213,0.105160499
504,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,11320,38,2026,8048.484667,1.013465213,-0.000550198
505,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,2200,44,2025,8904.228333,1.013465213,1.177104373
506,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7300,33,2025,7681.677,1.013465213,1.177104373
507,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,4600,49,2025,7530.072333,1.013465213,1.177104373
508,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,3410,41,2025,7211.406667,1.013465213,1.177104373
509,ACTIVO,RECUPERACION,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,8900,29,2025,6829.9975,1.013465213,1.177104373
510,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,7020,52,2025,6158.27381,1.013465213,1.28281507
511,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,55180,38,2025,7808.863133,1.013465213,1.28281507
512,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,8500,50,2025,7530.072333,1.013465213,1.177104373
513,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56800,45,2025,9572.290667,1.013465213,1.177104373
514,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,6720,56,2025,6158.27381,1.013465213,1.28281507
515,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7230,44,2025,8904.228333,1.013465213,1.177104373
516,ACTIVO,ACTIVO,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,4600,52,2025,7341.927857,1.013465213,1.177104373
517,ACTIVO,RECUPERACION,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,14200,43,2026,9468.840657,1.013465213,-0.000550198
518,ACTIVO,RECUPERACION,2025-06-06 00:00:00,2028-11-10 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,14400,54,2025,5713.65681,0.15389503,1.20049017
519,QUEBRANTADO,DEMANDA,2025-06-06 00:00:00,2025-12-15 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,54938,34,2026,7887.657571,-4.381078694,0.105160499
520,ACTIVO,ACTIVO,2025-06-06 00:00:00,2029-06-01 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,7980,32,2026,7945.786,1.013465213,0.105160499
521,REESTRUCTURADO,ACTIVO,2025-06-06 00:00:00,2026-02-10 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,2120,42,2026,7305.421667,1.013465213,0.105160499
522,ACTIVO,RECUPERACION,2025-06-06 00:00:00,2029-06-01 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,4630,30,2025,7458.494333,1.013465213,1.177104373
523,ACTIVO,RECUPERACION,2025-06-06 00:00:00,2029-06-01 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,71190,29,2025,6829.9975,1.013465213,1.177104373
524,ACTIVO,ACTIVO,2025-06-06 00:00:00,2029-06-01 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,15600,37,2025,7087.655333,1.013465213,1.177104373
525,QUEBRANTADO,DEMANDA,2025-06-06 00:00:00,2025-12-15 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,6300,34,2025,5659.219619,-4.381078694,1.37218794
526,ACTIVO,ACTIVO,2025-06-06 00:00:00,2029-06-01 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7250,23,2025,6909.596167,1.013465213,1.177104373
527,ACTIVO,ACTIVO,2025-06-06 00:00:00,2028-06-02 00:00:00,29.75,NUEVO LEON,ICE,UBER,66613,50,2025,8804.737476,-0.527833046,-0.902911135
528,REESTRUCTURADO,ACTIVO,2025-06-06 00:00:00,2025-09-19 00:00:00,30.75,TIJUANA,ICE,DIDI,22214,52,2025,7370.324714,-0.527833046,-0.546790895
529,ACTIVO,ACTIVO,2025-06-06 00:00:00,2028-06-02 00:00:00,30.75,TIJUANA,ICE,UBER,22234,32,2025,7370.324714,-0.527833046,-0.546790895
530,ACTIVO,RECUPERACION,2025-06-06 00:00:00,2028-06-02 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,DIDI,7530,27,2025,6386.207333,-0.527833046,-0.632404115
531,ACTIVO,ACTIVO,2025-06-06 00:00:00,2028-06-02 00:00:00,30.75,TIJUANA,ICE,UBER,22125,28,2025,7370.324714,-0.527833046,-0.546790895
532,ACTIVO,ACTIVO,2025-06-06 00:00:00,2028-06-02 00:00:00,30.75,TIJUANA,ICE,UBER,22435,51,2025,7370.324714,-0.527833046,-0.546790895
533,ACTIVO,ACTIVO,2025-06-06 00:00:00,2028-06-02 00:00:00,30.75,TIJUANA,ICE,DIDI,22180,33,2025,7370.324714,-0.527833046,-0.546790895
534,ACTIVO,ACTIVO,2025-06-06 00:00:00,2028-06-02 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,9220,34,2025,6386.207333,-0.527833046,-0.632404115
535,ACTIVO,ACTIVO,2025-06-06 00:00:00,2028-06-02 00:00:00,30.75,TIJUANA,ICE,UBER,22126,48,2025,7370.324714,-0.527833046,-0.546790895
536,ACTIVO,ACTIVO,2025-06-06 00:00:00,2028-06-02 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,2790,34,2025,6386.207333,-0.527833046,-0.632404115
